01;342336
02;412235
03;612431
04;616168
05;575398
06;301425
07;404429
08;529906
09;316652
10;440347
11;287535
12;691106
13;684082
14;211254
15;510287
16;660544
17;530612
18;345771
19;304765
20;410383
21;265559
22;772348
23;353481
24;472117
25;259212
26;540508
27;507399
28;421769
29;762886
30;336117
31;225631
32;377273
33;634810
34;369897
35;683540
36;211622
37;393340
38;374240
39;339510
40;1883425
51;287269
52;267147
